Alessandra Maestrini|Alessandra Maestrini|http://ego.globo.com/famosos/tudo-sobre/alessandra-maestrini.html|http://s2.glbimg.com/e0V4w7MpN8wM2gEjRkPe7WAcQ44=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/12/05/0005.jpg|Touro|17 de Maio (38 anos)|NULL|NULL
Alessandra Negrini|Alessandra Vidal de Negreiros Negrini|http://ego.globo.com/famosos/tudo-sobre/alessandra-negrini.html|http://s2.glbimg.com/Z-IMXGt-kjscF5HEQo1OUqL1qEU=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/09/06/alessandra-negrini_.jpg|Virgem|29 de Agosto (44 anos)|NULL|Atriz brasileira que ganhou fama ao participar da minissérie “Engraçadinha... Seus Amores e Seus Pecados”, na qual vivia a personagem título. Também realiza trabalhos frequentes no cinema. É mãe de Antônio, de seu relacionamento com o também ator Murilo Benício, e de Betina, de seu casamento com o cantor Otto.
Alexa Chung|Alexa Chung|http://ego.globo.com/famosos/tudo-sobre/alexa-chung.html|http://s2.glbimg.com/Yv1ck2JfW3rja9fUD_3RbpcH2Zs=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2012/05/08/143846594.jpg|Escorpião|05 de Novembro (31 anos)|NULL|NULL
Alexandra Richter|Alexandra Richter da Fonseca|http://ego.globo.com/famosos/tudo-sobre/alexandra-richter.html|http://s2.glbimg.com/w_CWs6hnJIkMvjeFBv5RHRzEyrc=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/06/10/alexandra.jpg|Gêmeos|05 de Junho (47 anos)|NULL|NULL
Alexandre Borges|Alexandre Borges Corrêa|http://ego.globo.com/famosos/tudo-sobre/alexandre-borges.html|http://s2.glbimg.com/sOYCawXNgpTvRDOVKuPUCvGc9EY=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/09/06/alexandre-borges_iwi.jpg|Peixes|23 de Fevereiro (49 anos)|Júlia Lemmertz|Ator brasileiro que começou sua carreira no teatro. Estreou na TV apenas em 1993, na extinta TV Manchete, onde conheceu a atriz Júlia Lemmertz, com quem é casado, e tem um filho, Miguel. Seus trabalhos são frequentes também no cinema.
Alexandre Frota|Alexandre Frota de Andrade|http://ego.globo.com/famosos/tudo-sobre/alexandre-frota.html|http://s2.glbimg.com/4maktX-gI2I6Rfyc9MEsGT-2GOo=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/10/03/alexandre-frota_celso-akin_agn.jpg|Libra|14 de Outubro (49 anos)|NULL|Ator, participou de novelas na TV Globo nos anos 80 e 90, entre elas &#39;Roque Santeiro&#39;. Foi casado com a atriz Claudia Raia. Participou do reality show &#39;Casa dos Artistas&#39; e estrelou vários filmes pornô.
Alexandre Nero|Alexandre Nero Vieira|http://ego.globo.com/famosos/tudo-sobre/alexandre-nero.html|http://s2.glbimg.com/kbOfOrMQdysmBAj-A-Y5lD4zcVE=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2015/03/14/dsc_2281.jpg|Aquário|13 de Fevereiro (45 anos)|NULL|NULL
Alexandre Pato|Alexandre Rodrigues da Silva|http://ego.globo.com/famosos/tudo-sobre/alexandre-pato.html|http://s2.glbimg.com/SLmsfKol4o64s1E1z3gRfu76txY=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/09/06/alexandre-pato-efe____.jpg|Virgem|02 de Setembro (25 anos)|Fiorella Mattheis|Jogador de futebol brasileiro que atuou com grande sucesso em clubes brasileiros como Internacional e Palmeiras. O destaque de sua carreira internacional é sua atuação pelo Milan. Foi casado com a atriz Sthefany Brito. Em novembro de 2014 assumiu o namoro com Fiorella Mattheis.
Alexandre Pires|Alexandre Pires|http://ego.globo.com/famosos/tudo-sobre/alexandre-pires.html|http://s2.glbimg.com/1x9kfWkDnYDpL_BC3AyTqkwyUbo=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/08/16/img_4764.jpg|Capricórnio|08 de Janeiro (39 anos)|NULL|NULL
Alexis Bledel|Kimberly Alexis Bledel|http://ego.globo.com/famosos/tudo-sobre/alexis-bledel.html|http://s2.glbimg.com/ToXbFTiACpo4aa4_UAuNnCHrpvQ=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/08/06/160207672.jpg|Virgem|16 de Setembro (33 anos)|NULL|NULL
Alice Braga|Alice Braga|http://ego.globo.com/famosos/tudo-sobre/alice-braga.html|http://s2.glbimg.com/JL2gx86tSSMTe1x_03V0piWFnno=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/08/19/alice-braga.jpg|Áries|15 de Abril (32 anos)|NULL|Atriz brasileira, sobrinha da também atriz Sônia Braga, que ganhou fama ao atuar no longa “Cidade de Deus”. Atua preferencialmente no cinema, inclusive em produções estrangeiras.
Alice Wegmann|Alice Wegmann Corrêa|http://ego.globo.com/famosos/tudo-sobre/alice-wegmann.html|http://s2.glbimg.com/7xid7JIeuqIKrvER8IrwBUETdLo=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/02/03/mg_6878.jpg|Escorpião|03 de Novembro (19 anos)|NULL|NULL
Alicia Keys|Alicia Augello-Cook|http://ego.globo.com/famosos/tudo-sobre/alicia-keys.html|http://s2.glbimg.com/fpbURd8zA-r-rRgJ8DQQysUFAi8=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/09/06/alicia-keys.jpg|Aquário|25 de Janeiro (35 anos)|NULL|Cantora americana de R&amp;B e soul, e que já ganhou mais de dez Grammys, além de milhões de álbuns vendidos. É mãe de Egypt e Genesis fruto de seu relacionamento do com o rapper Swizz Beatz.
Alicia Silverstone|Alicia Silverstone|http://ego.globo.com/famosos/tudo-sobre/alicia-silverstone.html|http://s2.glbimg.com/ZVX6-2TzuF56b-dxKq7-MCeMO-c=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/09/08/alicia-silverstone.jpg|Libra|04 de Outubro (38 anos)|NULL|Atriz americana que ficou famosa no filme ‘As Patricinhas de Beverly Hills’, de 1995, e já foi Batgirl no longa ‘Batman &amp; Robin’, de 1997. Foi musa de vários clipes da banda Aerosmith, também na década de 90.
Aline Barros|Aline Kistenmacker Barros dos Santos|http://ego.globo.com/famosos/tudo-sobre/aline-barros.html|http://s2.glbimg.com/cnjzUYeUdFVBoBPzembQ7D5uh1U=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/08/22/dsc01796.jpg|Libra|07 de Outubro (38 anos)|NULL|NULL
Aline Dahlen|Aline Dahlen|http://ego.globo.com/famosos/tudo-sobre/aline-dahlen.html|http://s2.glbimg.com/RecwPqQC_dfozI5kdU1SlGrpssQ=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/03/12/mg_2333.jpg|Gêmeos|14 de Junho (30 anos)|NULL|Participante do BBB 14
Aline Fanju|Aline Fanju|http://ego.globo.com/famosos/tudo-sobre/aline-fanju.html|http://s2.glbimg.com/JTakIdJLJDs7Scisq0qXyxyI6QE=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/05/07/aline_3.jpg|Leão|14 de Agosto (35 anos)|NULL|NULL
Aline Gotschalg|Aline Gotschalg|http://ego.globo.com/famosos/tudo-sobre/aline-gotschalg.html|http://s2.glbimg.com/yWPmTLhIWAYFkAFM3wEg2iPwMns=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2015/04/13/aline_gotschalg_rt.jpg|Libra|09 de Outubro (24 anos)|NULL|Participante do BBB 15
Aline Mattos|Aline Mattos|http://ego.globo.com/famosos/tudo-sobre/aline-mattos.html|http://s2.glbimg.com/sb5mFOLf1HvVkpP89L5-K536CdY=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/03/20/aline_msl.jpg|Sagitário|08 de Dezembro (33 anos)|NULL|NULL
Aline Riscado|Aline Riscado|http://ego.globo.com/famosos/tudo-sobre/aline-riscado.html|http://s2.glbimg.com/DlpkMbh0vd6MBpMs34YAzZespcU=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/10/22/dsc0564.jpg|Libra|12 de Outubro (27 anos)|NULL|NULL
Aline Weber|Aline Cleusa Weber|http://ego.globo.com/famosos/tudo-sobre/aline-weber.html|http://s2.glbimg.com/kfEc_UhZxT0oAQAvygsvvISFbJE=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2012/06/14/aline_weber-4992.jpg|Áries|21 de Março (26 anos)|NULL|NULL
Aline Wirley|Aline Wirley da Silva|http://ego.globo.com/famosos/tudo-sobre/aline-wirley.html|http://s2.glbimg.com/tHPYwsjkfMMjtZf0ItKPLMKvx9w=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/07/14/030.jpg|Sagitário|18 de Dezembro (33 anos)|Igor Rickli|NULL
Aline Zattar|Aline Zattar Lima Stolf|http://ego.globo.com/famosos/tudo-sobre/aline-zattar.html|http://s2.glbimg.com/Jg2qKFpbeV5l_yctgKbBc1wBB9s=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/08/25/nua_4.jpg|Peixes|23 de Fevereiro (30 anos)|NULL|NULL
Alinne Moraes|Aline Cristine Dorelli de Magalhães Moraes|http://ego.globo.com/famosos/tudo-sobre/alinne-moraes.html|http://s2.glbimg.com/-nkLP4g0ym2PTaO39uzIomXa-oU=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/09/08/alinne-moraes___.jpg|Capricórnio|22 de Dezembro (32 anos)|NULL|Atriz brasileira que começou a carreira como modelo. É ainda muito solicitada para campanhas publicitárias, mas seus grandes destaques são na TV, como na novela “Viver a Vida”, na qual interpretou uma modelo que fica deficiente física.
Alinne Rosa|Aline Oliveira dos Santos|http://ego.globo.com/famosos/tudo-sobre/alinne-rosa.html|http://s2.glbimg.com/jncDtghGpMpwpATOdeOKlxvYs7E=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/10/03/alinne.jpg|Áries|22 de Março (33 anos)|NULL|Ex-vocalista da banda Cheiro de Amor, a cantora segue carreira solo desde março de 2014.
Alisson Gomes|Alisson Gomes|http://ego.globo.com/famosos/tudo-sobre/alisson-gomes.html|http://s2.glbimg.com/YfS6Ta_S8t_3Kkp-LfecvoK6Vlo=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/01/07/alisson_620x390.jpg|Capricórnio|27 de Dezembro (28 anos)|NULL|Participante do BBB 14
Ally Brooke|Allyson Brooke Hernandez|http://ego.globo.com/famosos/tudo-sobre/ally-brooke.html|http://s2.glbimg.com/I90aeSyFF7tmLHgHuAHH0RbsveE=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/11/03/2013-11-04t003942z_1755301548_gm1e9b40nzv01_rtrmadp_3_usa.jpg|Câncer|07 de Julho (21 anos)|NULL|Cantora do grupo Fifth Harmony
Alyson Hannigan|Alyson Lee Hannigan|http://ego.globo.com/famosos/tudo-sobre/alyson-hannigan.html|http://s2.glbimg.com/THb6GaDHhy6dF_Oq_H0g0mAWhPs=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/12/11/9_alyson_hannigan.jpg|Áries|24 de Março (41 anos)|NULL|NULL
Amado Batista|Amado Rodrigues Batista|http://ego.globo.com/famosos/tudo-sobre/amado-batista.html|http://s2.glbimg.com/3V9gAnuQlrPdu2roccpifU_F1Rc=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2015/02/10/amadobatista.jpg|Aquário|17 de Fevereiro (64 anos)|NULL|NULL
Amal Alamuddin|Amal Alamuddin|http://ego.globo.com/famosos/tudo-sobre/amal-alamuddin.html|http://s2.glbimg.com/NXfmTK72llaic_gLPTm3s0QOJHM=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/04/28/amal-alamuddin.jpg|Aquário|03 de Fevereiro (37 anos)|NULL|NULL
Amanda Bynes|Amanda Laura Bynes|http://ego.globo.com/famosos/tudo-sobre/amanda-bynes.html|http://s2.glbimg.com/tMVmrMQVbP4dP0KwYMuB3NtsHoA=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2012/09/27/amanda_bynes_getty_images.jpg|Áries|03 de Abril (29 anos)|NULL|Ficou famosa aos 13 anos com o programa ‘The Amanda Show’. Aos 16, protagonizou a série “What I Like About You” e seguiu a carreira no cinema com filmes teen.
Amanda Djehdian|Amanda Djehdian|http://ego.globo.com/famosos/tudo-sobre/amanda-djehdian.html|http://s2.glbimg.com/JWQaDPgIxn4-gXIjCV_HpQNbC7g=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2015/05/15/amanda__.jpg|Touro|14 de Maio (29 anos)|NULL|Participante do BBB 15
Amanda Gontijo|Amanda Gontijo|http://ego.globo.com/famosos/tudo-sobre/amanda-gontijo.html|http://s2.glbimg.com/OpP5U47OV9J8Hv592759q1neXpo=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/02/05/mg_6955.jpg|Libra|22 de Outubro (24 anos)|NULL|Participante do BBB 14
Amanda Lee|Amanda Souza Lee|http://ego.globo.com/famosos/tudo-sobre/amandha-lee.html|http://s2.glbimg.com/ucGsBLG_gqZFw7amNzai6-PGMe4=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/09/20/dsc_6059.jpg|Escorpião|17 de Novembro (36 anos)|NULL|NULL
Amanda Pinheiro|Amanda Martins de Souza Pinheiro|http://ego.globo.com/famosos/tudo-sobre/amanda-pinheiro.html|http://s2.glbimg.com/oAwDXILrUemM8twQ5dKnZBmWxH8=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/08/27/044.jpg|Câncer|03 de Julho (33 anos)|NULL|NULL
Amanda Richter|Amanda Richter|http://ego.globo.com/famosos/tudo-sobre/amanda-richter.html|http://s2.glbimg.com/byvgI9XkFcgzMRj0mq2z5qvknG0=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2012/05/18/4_1.jpg|Aquário|05 de Fevereiro (25 anos)|Max Fercondini|NULL
Amanda Seyfried|Amanda Michelle Seyfried|http://ego.globo.com/famosos/tudo-sobre/amanda-seyfried.html|http://s2.glbimg.com/i0nbihBouibRY5d5xM7MUkvcpvc=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2013/02/24/amanda-seyfried2.jpg|Sagitário|03 de Dezembro (29 anos)|NULL|NULL
Amauri Nunes|Amauri Nunes|http://ego.globo.com/famosos/tudo-sobre/amauri-nunes.html|http://s2.glbimg.com/31U1Rim9_eKYyTX7KE47L7BA1Qc=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/10/07/perfil-amauri.jpg|Aquário|26 de Janeiro (32 anos)|NULL|NULL
Amber Heard|Amber Laura Heard|http://ego.globo.com/famosos/tudo-sobre/amber-heard.html|http://s2.glbimg.com/t49WuAZLRISJlr4qN_bxLWQUKOY=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/05/20/000_dv1734591.jpg|Touro|22 de Abril (29 anos)|Johnny Depp|NULL
Amber Rose|Amber Levonchuck|http://ego.globo.com/famosos/tudo-sobre/amber-rose.html|http://s2.glbimg.com/5k2gEokmFdmpjKOWwy2Fn7f_XkE=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/01/26/amber-rose.jpg|Libra|21 de Outubro (31 anos)|NULL|NULL
America Ferrera|America Georgine Ferrera|http://ego.globo.com/famosos/tudo-sobre/america-ferrera.html|http://s2.glbimg.com/Kff-Qb9dB5AbjUjMp2pIdzwJwis=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/05/16/america_ferrera_getty.jpg|Áries|18 de Abril (31 anos)|NULL|NULL
Amora Mautner|Amora Mautner|http://ego.globo.com/famosos/tudo-sobre/amora-mautner.html|http://s2.glbimg.com/3zxsTRcmwbGTuD4Mfi3Z_X8Un0o=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2012/10/17/mg_7741.jpg|Gêmeos|24 de Maio (39 anos)|NULL|NULL
Amy Adams|Amy Lou Adams|http://ego.globo.com/famosos/tudo-sobre/amy-adams.html|http://s2.glbimg.com/q-SLpAcV25H74ibokbanr0dqfFc=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/01/17/2014-01-17t020017z_1500158599_tb3ea1h05k65h_rtrmadp_3_film-criticschoice.jpg|Leão|20 de Agosto (40 anos)|NULL|NULL
Amy Jo Johnson|Amy Jo Johnson|http://ego.globo.com/famosos/tudo-sobre/amy-jo-johnson.html|http://s2.glbimg.com/rZFhVm0FLs-Pyh1wgjjRwXRiG6Y=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2014/11/10/10396290_739980372717715_5242794722882873241_n.jpg|Libra|06 de Outubro (44 anos)|NULL|NULL
Amy Winehouse|Amy Winehouse|http://ego.globo.com/famosos/tudo-sobre/amy-winehouse.html|http://s2.glbimg.com/fto74ty4WCfgZ7tnpcVl53N9WGk=/300x170/top/smart/s.glbimg.com/jo/eg/f/original/2011/09/08/amy-winehouse-div.jpg|NULL|NULL|NULL|Cantora inglesa que chamou atenção nos anos 2000 com seu vozeirão de diva negra. Estourou em 2006, com o álbum “Back to Black”, sua carreira foi marcada também por problemas com drogas e bebidas, o que pode ter acarretado sua morte prematura em julho de 2011.
